,id,name,categories,rating,review_count,latitude,longitude,categories_list,log_review_count,normalized_rating_restaurants,normalized_log_review_count,popularity_score,wilson_score,normalized_wilson_score,normalized_latitude,normalized_longitude
5106,U0srsr4F2BxU_5599fsHUg,Jefferson Park Grill,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",4.4,76,41.97056933566385,-87.76267157444313,"['New American', 'Breakfast & Brunch', 'Diners']",4.343805421853684,0.8800000000000001,0.4717303510774244,0.594211245754197,4.255000000000001,0.6398694779116467,-0.13726781296117438,0.12830120323359182
5107,Hpl-0_shqt69TedJ_W_gQw,Fry the Coop,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.5,75,41.95895281793344,-87.75319162756205,['Chicken Shop'],4.330733340286331,0.9,0.4703107438371791,0.5992175206860253,4.348101265822785,0.6587514615423721,-0.1274742090183553,0.11218328488263847
5108,toIyKiNuS504HtK6tQPUyA,Sandy's Bakery & Deli,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,75,41.9675969,-87.7746634,"['Bakeries', 'Modern European', 'Burgers']",4.330733340286331,0.8,0.4703107438371791,0.5692175206860253,3.8734177215189876,0.5624803009506381,-0.14965640453541604,0.12417694874999059
5109,FsZLQLQ_ow0rvpchyaNZGA,The Copernicus Center,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'culturalcenter', 'title': 'Cultural Center'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.6,74,41.9681240042027,-87.7585367699753,"['Music Venues', 'Cultural Center', 'Venues & Event Spaces']",4.31748811353631,0.72,0.4688723333058388,0.5442106333140871,3.492307692307693,0.48518690145196175,-0.13299620280903285,0.12490830583124142
5110,uPdQC5jr3FTXOGERLqLeEA,Mr. Zee's,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",2.1,73,41.960329,-87.767569,['Fast Food'],4.30406509320417,0.42000000000000004,0.46741461467462586,0.4531902302722381,2.068831168831169,0.1964898555260001,-0.14232727656840657,0.11409273749999738
5111,NdUV4M3bo6LatKKf-L9Esw,McDonald's,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.1,71,41.9705906345609,-87.7637268509898,"['Burgers', 'Fast Food', 'Coffee & Tea']",4.276666119016055,0.42000000000000004,0.46443912971208695,0.45110739079846085,2.068,0.19632128514056224,-0.1383580047816379,0.1283307554532432
5112,pnUkPATb-tgp3dcgBHDCPA,Starbucks,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.1,68,41.96746067287162,-87.7677427,['Coffee & Tea'],4.23410650459726,0.42000000000000004,0.45981722336460357,0.4478720563552225,2.066666666666667,0.19605087014725572,-0.1425067236714604,0.12398793360936393
5113,IM7EWWO0LTkWGwojXy80UA,Moonflower,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.8,66,41.96037,-87.75399,['Cocktail Bars'],4.204692619390966,0.96,0.45662292227434087,0.6076360455920385,4.611428571428571,0.7121572002294894,-0.128298996704856,0.11414962499999178
5114,Q9dZvlQUoiMT0wrr2PnPlQ,Red Ribbon Bakeshop,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",3.5,63,41.97320188195432,-87.74542544610452,"['Desserts', 'Bakeries', 'Patisserie/Cake Shop']",4.1588830833596715,0.7,0.45164807961540926,0.5261536557307864,3.3805970149253732,0.4625307198945034,-0.11945107278171371,0.13195386121161023
5115,f7K3K-ySaqvtLCpezFX7zQ,Rabbits,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.9,63,41.9751451,-87.7523159,"['American', 'Beer Bar']",4.1588830833596715,0.78,0.45164807961540926,0.5501536557307865,3.7567164179104475,0.5388119642750104,-0.12656950680724816,0.13465007624999367
